dependency_id,app_id,library_name,version,risk_status,risk_type,severity,cve_ids,is_false_positive_trap,explanation
DEP-0131,APP-003,idna,3.2.7,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1065;CVE-2024-1007;CVE-2025-1130,False,"idna@3.2.7 is affected by 3 known vulnerability(ies); the worst is CVE-2025-1130 (CVSS 7.0, HIGH). It is reached TRANSITIVELY via click, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0132,APP-003,tornado,5.6.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0133,APP-003,vm2,2.12.5,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2023-37903,False,"vm2@2.12.5 is affected by 1 known vulnerability(ies); the worst is CVE-2023-37903 (CVSS 9.8, CRITICAL). It is reached TRANSITIVELY via tornado, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0134,APP-003,paramiko,0.11.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0135,APP-003,certifi,2.20.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0136,APP-003,boto3,4.14.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0137,APP-003,semver-regex,3.0.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0138,APP-003,decode-uri-component,4.10.4,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0139,APP-003,org.springframework.boot:spring-boot-starter-logging,3.9.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0140,APP-003,js-yaml,4.19.8,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0141,APP-003,nth-check,0.4.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0142,APP-003,org.apache.logging.log4j:log4j-api,5.3.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0143,APP-003,org.slf4j:slf4j-api,0.4.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0144,APP-003,react-dom,0.11.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0145,APP-003,org.bouncycastle:bcprov-jdk15on,3.16.6,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0146,APP-003,glob-parent,1.20.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0147,APP-003,org.springframework:spring-web,5.13.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0148,APP-003,lxml,3.9.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0149,APP-003,nth-check,0.19.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0150,APP-003,react-dom,5.10.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0151,APP-004,org.springframework.boot:spring-boot-starter-web,2.5.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1012;CVE-2023-1088;CVE-2023-1100;CVE-2024-1129;CVE-2024-1177,False,"org.springframework.boot:spring-boot-starter-web@2.5.4 is affected by 5 known vulnerability(ies); the worst is CVE-2020-1012 (CVSS 8.0, HIGH). A patch is available."
DEP-0152,APP-004,org.springframework.boot:spring-boot-starter-logging,2.5.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0153,APP-004,org.apache.logging.log4j:log4j-core,2.14.1,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2021-44228;CVE-2025-1142,False,"org.apache.logging.log4j:log4j-core@2.14.1 is affected by 2 known vulnerability(ies); the worst is CVE-2021-44228 (CVSS 10.0, CRITICAL). It is reached TRANSITIVELY via org.springframework.boot:spring-boot-starter-logging, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0154,APP-004,org.apache.logging.log4j:log4j-api,2.14.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0155,APP-004,io.jsonwebtoken:jjwt,2.9.2,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1005;CVE-2020-1027;CVE-2021-1057;CVE-2021-1104;CVE-2022-1102;CVE-2023-1072;CVE-2025-1115;CVE-2025-1140,False,"io.jsonwebtoken:jjwt@2.9.2 is affected by 8 known vulnerability(ies); the worst is CVE-2025-1115 (CVSS 8.5, HIGH). A patch is available."
DEP-0156,APP-004,com.fasterxml.jackson.core:jackson-core,2.15.8,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1025;CVE-2020-1067;CVE-2020-1163;CVE-2024-1075,False,"com.fasterxml.jackson.core:jackson-core@2.15.8 is affected by 4 known vulnerability(ies); the worst is CVE-2020-1025 (CVSS 8.1, HIGH). A patch is available."
DEP-0157,APP-004,com.google.guava:guava,2.2.6,AT_RISK,vulnerable_dependency,HIGH,CVE-2024-1001;CVE-2025-1029,False,"com.google.guava:guava@2.2.6 is affected by 2 known vulnerability(ies); the worst is CVE-2024-1001 (CVSS 8.1, HIGH). A patch is available."
DEP-0158,APP-004,org.springframework:spring-beans,3.3.5,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-22965,False,"org.springframework:spring-beans@3.3.5 is affected by 1 known vulnerability(ies); the worst is CVE-2022-22965 (CVSS 9.8, CRITICAL). A patch is available."
DEP-0159,APP-004,com.zaxxer:HikariCP,4.2.5,AT_RISK,vulnerable_dependency,HIGH,CVE-2025-1096,False,"com.zaxxer:HikariCP@4.2.5 is affected by 1 known vulnerability(ies); the worst is CVE-2025-1096 (CVSS 7.7, HIGH). A patch is available."
DEP-0160,APP-004,org.thymeleaf:thymeleaf,2.6.1,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1055;CVE-2023-1061;CVE-2024-1046,False,"org.thymeleaf:thymeleaf@2.6.1 is affected by 3 known vulnerability(ies); the worst is CVE-2019-1055 (CVSS 7.7, HIGH). A patch is available."
DEP-0161,APP-004,xerces:xercesImpl,2.0.2,AT_RISK,unmaintained,MEDIUM,,True,"xerces:xercesImpl has had no release in 1453 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0162,APP-004,io.netty:netty-handler,1.10.5,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2020-1052;CVE-2021-1108;CVE-2021-1123;CVE-2023-1111,False,"io.netty:netty-handler@1.10.5 is affected by 4 known vulnerability(ies); the worst is CVE-2021-1123 (CVSS 6.3, MEDIUM). A patch is available."
DEP-0163,APP-004,org.apache.commons:commons-text,1.5.3,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-42889,False,"org.apache.commons:commons-text@1.5.3 is affected by 1 known vulnerability(ies); the worst is CVE-2022-42889 (CVSS 9.8, CRITICAL). A patch is available."
DEP-0164,APP-004,com.fasterxml.jackson.core:jackson-databind,2.6.0,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-12384,False,"com.fasterxml.jackson.core:jackson-databind@2.6.0 is affected by 1 known vulnerability(ies); the worst is CVE-2019-12384 (CVSS 8.9, HIGH). A patch is available."
DEP-0165,APP-004,requests,2.3.5,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0166,APP-004,werkzeug,6.19.4,AT_RISK,license_conflict,HIGH,,False,"GPL-3.0 is viral copyleft, and this application is proprietary AND distributed. Linking it compels disclosure of the entire work."
DEP-0167,APP-004,decode-uri-component,1.18.4,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0168,APP-004,org.apache.kafka:kafka-clients,4.14.10,AT_RISK,license_conflict,CRITICAL,,False,AGPL-3.0 is network copyleft: merely SERVING this proprietary application to users triggers the obligation to publish the complete source of the combined work.
DEP-0169,APP-004,debug,0.18.3,AT_RISK,license_conflict,HIGH,,False,"GPL-2.0 is viral copyleft, and this application is proprietary AND distributed. Linking it compels disclosure of the entire work."
DEP-0170,APP-004,flatmap-stream,4.20.7,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-3.0 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0171,APP-004,commons-codec:commons-codec,5.6.10,AT_RISK,unmaintained,LOW,,False,"commons-codec:commons-codec has had no release in 1905 days (~5 years) and has 9 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0172,APP-004,mysql:mysql-connector-java,5.9.0,AT_RISK,unmaintained,LOW,,False,"mysql:mysql-connector-java has had no release in 1866 days (~5 years) and has 20 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0173,APP-004,org.springframework:spring-core,1.8.0,AT_RISK,unmaintained,LOW,,False,"org.springframework:spring-core has had no release in 1652 days (~4 years) and has 8 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0174,APP-004,com.h2database:h2,0.7.10,AT_RISK,unmaintained,LOW,,False,"com.h2database:h2 has had no release in 1720 days (~4 years) and has 10 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0175,APP-004,commons-collections:commons-collections,0.1.8,AT_RISK,unmaintained,MEDIUM,,False,"commons-collections:commons-collections has had no release in 1271 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0176,APP-004,org.yaml:snakeyaml,2.14.9,AT_RISK,unmaintained,LOW,,False,"org.yaml:snakeyaml has had no release in 877 days (~2 years) and has 3 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0177,APP-004,org.springframework:spring-web,4.6.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0178,APP-004,ch.qos.logback:logback-classic,2.7.4,AT_RISK,transitive_vulnerability,HIGH,CVE-2020-1103;CVE-2021-1066;CVE-2025-1136,False,"ch.qos.logback:logback-classic@2.7.4 is affected by 3 known vulnerability(ies); the worst is CVE-2020-1103 (CVSS 8.8, HIGH). It is reached TRANSITIVELY via org.springframework:spring-web, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0179,APP-004,org.slf4j:slf4j-api,3.8.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0180,APP-004,io.netty:netty-common,4.10.1,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2019-1087;CVE-2025-1156,False,"io.netty:netty-common@4.10.1 is affected by 2 known vulnerability(ies); the worst is CVE-2019-1087 (CVSS 5.5, MEDIUM). It is reached TRANSITIVELY via org.slf4j:slf4j-api, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0181,APP-004,org.bouncycastle:bcprov-jdk15on,2.13.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0182,APP-004,org.dom4j:dom4j,0.0.4,AT_RISK,transitive_vulnerability,HIGH,CVE-2024-99001,False,"org.dom4j:dom4j@0.0.4 is affected by 1 known vulnerability(ies); the worst is CVE-2024-99001 (CVSS 8.2, HIGH). It is reached TRANSITIVELY via org.bouncycastle:bcprov-jdk15on, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0183,APP-004,org.quartz-scheduler:quartz,1.6.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0184,APP-004,glob-parent,3.18.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0185,APP-004,lxml,4.8.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0186,APP-004,react-dom,2.7.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0187,APP-004,nth-check,0.16.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0188,APP-004,tornado,0.17.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0189,APP-004,click,0.9.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0190,APP-004,js-yaml,0.4.8,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0191,APP-004,cryptography,3.17.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0192,APP-004,certifi,0.6.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0193,APP-004,semver-regex,4.20.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0194,APP-004,paramiko,1.20.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0195,APP-004,setuptools,3.2.6,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0196,APP-004,boto3,3.3.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0197,APP-004,decode-uri-component,3.10.4,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0198,APP-004,js-yaml,3.3.5,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0199,APP-004,decode-uri-component,1.12.7,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0200,APP-004,org.bouncycastle:bcprov-jdk15on,5.4.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0201,APP-005,tar,0.5.0,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2019-1084,False,"tar@0.5.0 is affected by 1 known vulnerability(ies); the worst is CVE-2019-1084 (CVSS 6.4, MEDIUM). A patch is available."
DEP-0202,APP-005,minimist,2.5.9,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2021-1133;CVE-2023-1071;CVE-2023-1155;CVE-2023-1168;CVE-2024-1101,False,"minimist@2.5.9 is affected by 5 known vulnerability(ies); the worst is CVE-2021-1133 (CVSS 9.3, CRITICAL). A patch is available."
DEP-0203,APP-005,handlebars,2.0.6,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1126;CVE-2020-1141;CVE-2022-1138;CVE-2023-1019;CVE-2025-1089,False,"handlebars@2.0.6 is affected by 5 known vulnerability(ies); the worst is CVE-2025-1089 (CVSS 8.2, HIGH). A patch is available."
DEP-0204,APP-005,socket.io,3.13.0,AT_RISK,vulnerable_dependency,HIGH,CVE-2023-1068;CVE-2024-1032;CVE-2025-1091,False,"socket.io@3.13.0 is affected by 3 known vulnerability(ies); the worst is CVE-2023-1068 (CVSS 7.6, HIGH). A patch is available."
DEP-0205,APP-005,shell-quote,0.13.7,AT_RISK,license_conflict,HIGH,,True,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0206,APP-005,lodash,0.1.3,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-8203,False,"lodash@0.1.3 is affected by 1 known vulnerability(ies); the worst is CVE-2020-8203 (CVSS 7.4, HIGH). A patch is available."
DEP-0207,APP-005,async,3.14.1,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1164;CVE-2020-1028;CVE-2022-1083;CVE-2023-1076;CVE-2024-1179;CVE-2025-1107,False,"async@3.14.1 is affected by 6 known vulnerability(ies); the worst is CVE-2019-1164 (CVSS 8.5, HIGH). A patch is available."
DEP-0208,APP-005,qs,3.10.1,CLEAN,none,NONE,,True,"qs@3.10.1 falls inside the published affected range for CVE-2019-1010,CVE-2019-1048,CVE-2021-1166,CVE-2024-1036,CVE-2024-1188,CVE-2025-1181, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0209,APP-005,serialize-javascript,4.6.8,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2021-1110;CVE-2022-1016,False,"serialize-javascript@4.6.8 is affected by 2 known vulnerability(ies); the worst is CVE-2022-1016 (CVSS 9.4, CRITICAL). A patch is available."
DEP-0210,APP-005,vm2,2.6.7,CLEAN,none,NONE,,True,"vm2@2.6.7 falls inside the published affected range for CVE-2023-37903, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0211,APP-005,decode-uri-component,1.5.7,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0212,APP-005,pillow,3.11.2,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0213,APP-005,com.fasterxml.jackson.core:jackson-core,5.6.12,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2020-1163,False,"com.fasterxml.jackson.core:jackson-core@5.6.12 is affected by 1 known vulnerability(ies); the worst is CVE-2020-1163 (CVSS 5.1, MEDIUM). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0214,APP-005,body-parser,3.14.4,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0215,APP-005,httpx,1.14.9,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0216,APP-005,cookie-parser,5.3.4,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0217,APP-005,jsonwebtoken,2.14.9,AT_RISK,unmaintained,LOW,,False,"jsonwebtoken has had no release in 950 days (~2 years) and has 5 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0218,APP-005,express,0.4.5,AT_RISK,unmaintained,LOW,,False,"express has had no release in 1763 days (~4 years) and has 3 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0219,APP-005,flatmap-stream,0.18.10,AT_RISK,unmaintained,MEDIUM,,False,"flatmap-stream has had no release in 1979 days (~5 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0220,APP-005,moment,1.4.2,AT_RISK,unmaintained,MEDIUM,,False,"moment has had no release in 1446 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0221,APP-005,underscore,2.13.1,AT_RISK,unmaintained,MEDIUM,,False,"underscore has had no release in 778 days (~2 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0222,APP-005,postcss,3.15.4,AT_RISK,unmaintained,LOW,,False,"postcss has had no release in 903 days (~2 years) and has 14 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0223,APP-005,glob-parent,3.18.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0224,APP-005,axios,0.11.5,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1174;CVE-2023-1044;CVE-2025-1127,False,"axios@0.11.5 is affected by 3 known vulnerability(ies); the worst is CVE-2023-1044 (CVSS 7.7, HIGH). It is reached TRANSITIVELY via glob-parent, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0225,APP-005,nth-check,3.16.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0226,APP-005,ejs,1.7.4,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1167;CVE-2020-1064,False,"ejs@1.7.4 is affected by 2 known vulnerability(ies); the worst is CVE-2020-1064 (CVSS 8.4, HIGH). It is reached TRANSITIVELY via nth-check, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0227,APP-005,semver-regex,0.5.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0228,APP-005,left-pad,3.5.0,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1024;CVE-2019-1059;CVE-2019-1183;CVE-2020-1023;CVE-2020-1170;CVE-2023-1073;CVE-2023-1176;CVE-2025-1154,False,"left-pad@3.5.0 is affected by 8 known vulnerability(ies); the worst is CVE-2020-1170 (CVSS 8.6, HIGH). It is reached TRANSITIVELY via semver-regex, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0229,APP-005,react-dom,1.2.6,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0230,APP-005,webpack,3.11.5,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1062;CVE-2020-1020;CVE-2020-1160;CVE-2022-1047;CVE-2023-1040,False,"webpack@3.11.5 is affected by 5 known vulnerability(ies); the worst is CVE-2020-1020 (CVSS 8.7, HIGH). It is reached TRANSITIVELY via react-dom, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0231,APP-005,js-yaml,0.0.4,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0232,APP-005,marked,5.10.8,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2020-1030;CVE-2020-1116;CVE-2023-1094,False,"marked@5.10.8 is affected by 3 known vulnerability(ies); the worst is CVE-2023-1094 (CVSS 5.6, MEDIUM). It is reached TRANSITIVELY via js-yaml, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0233,APP-005,click,2.10.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0234,APP-005,cryptography,2.4.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0235,APP-005,org.quartz-scheduler:quartz,2.12.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0236,APP-005,org.bouncycastle:bcprov-jdk15on,5.4.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0237,APP-005,boto3,3.8.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0238,APP-005,org.springframework.boot:spring-boot-starter-logging,2.19.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0239,APP-005,setuptools,3.17.0,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0240,APP-005,org.slf4j:slf4j-api,4.0.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0241,APP-005,paramiko,5.1.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0242,APP-005,certifi,3.19.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0243,APP-005,org.apache.logging.log4j:log4j-api,0.18.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0244,APP-005,lxml,3.9.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0245,APP-005,tornado,4.1.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0246,APP-005,org.springframework:spring-web,0.14.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0247,APP-005,org.quartz-scheduler:quartz,2.12.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0248,APP-005,semver-regex,3.17.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0249,APP-005,setuptools,4.17.8,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0250,APP-005,cryptography,1.5.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0251,APP-006,scipy,2.8.3,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2021-1045;CVE-2022-1132;CVE-2023-1069;CVE-2025-1056,False,"scipy@2.8.3 is affected by 4 known vulnerability(ies); the worst is CVE-2021-1045 (CVSS 9.2, CRITICAL). A patch is available."
DEP-0252,APP-006,idna,1.10.5,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1065;CVE-2024-1007;CVE-2025-1130,False,"idna@1.10.5 is affected by 3 known vulnerability(ies); the worst is CVE-2025-1130 (CVSS 7.0, HIGH). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0253,APP-006,flask,1.2.8,AT_RISK,vulnerable_dependency,HIGH,CVE-2022-1090,False,"flask@1.2.8 is affected by 1 known vulnerability(ies); the worst is CVE-2022-1090 (CVSS 7.6, HIGH). A patch is available."
DEP-0254,APP-006,numpy,4.9.4,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2021-1009,False,"numpy@4.9.4 is affected by 1 known vulnerability(ies); the worst is CVE-2021-1009 (CVSS 6.9, MEDIUM). A patch is available."
DEP-0255,APP-006,sqlalchemy,4.12.8,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1054;CVE-2021-1125;CVE-2022-1161;CVE-2022-1169;CVE-2023-1158;CVE-2024-1093;CVE-2025-1034,False,"sqlalchemy@4.12.8 is affected by 7 known vulnerability(ies); the worst is CVE-2022-1169 (CVSS 8.1, HIGH). A patch is available."
DEP-0256,APP-006,pyyaml,5.10.1,CLEAN,none,NONE,,True,"pyyaml@5.10.1 falls inside the published affected range for CVE-2020-1018,CVE-2022-1085, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0257,APP-006,jinja2,1.9.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2021-1037;CVE-2021-1172;CVE-2025-1144,False,"jinja2@1.9.4 is affected by 3 known vulnerability(ies); the worst is CVE-2021-1037 (CVSS 8.8, HIGH). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0258,APP-006,matplotlib,2.0.4,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2019-1157;CVE-2024-1151,False,"matplotlib@2.0.4 is affected by 2 known vulnerability(ies); the worst is CVE-2024-1151 (CVSS 6.7, MEDIUM). A patch is available."
DEP-0259,APP-006,chardet,2.1.7,AT_RISK,unmaintained,MEDIUM,,True,"chardet has had no release in 1738 days (~4 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0260,APP-006,fastapi,3.15.5,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2020-1187,False,"fastapi@3.15.5 is affected by 1 known vulnerability(ies); the worst is CVE-2020-1187 (CVSS 5.7, MEDIUM). A patch is available."
DEP-0261,APP-006,org.apache.kafka:kafka-clients,1.14.6,AT_RISK,license_conflict,CRITICAL,,False,AGPL-3.0 is network copyleft: merely SERVING this proprietary application to users triggers the obligation to publish the complete source of the combined work.
DEP-0262,APP-006,org.quartz-scheduler:quartz,1.4.5,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0263,APP-006,setuptools,0.18.5,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-3.0 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
